,Property ID,Building name,Street address,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,x coordinate,y coordinate,Street level
150,102150,PLEASANCE HOUSE,176-180 Collins Street MELBOURNE 3000,5.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.8149,Collins Street
151,108112,Unknown building name,400-404 Little Collins Street MELBOURNE 3000,6.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9614,-37.8158,Little Collins Street
152,105306,Unknown building name,189-195 King Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9551,-37.8157,King Street
153,105399,Unknown building name,26-32 King Street MELBOURNE 3000,4.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9575,-37.8195,King Street
154,108098,Unknown building name,446-450 Queen Street MELBOURNE 3000,1.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9583,-37.8082,Queen Street
155,106437,50 MARKET STREET,42-52 Market Street MELBOURNE 3000,16.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9608,-37.818,Market Street
156,110724,Unknown building name,17 Casselden Place MELBOURNE 3000,1.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9707,-37.8092,Casselden Place
157,101135,Unknown building name,227-229 Bourke Street MELBOURNE 3000,1.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9669,-37.8134,Bourke Street
158,103180,Unknown building name,187-193 Elizabeth Street MELBOURNE 3000,2.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9627,-37.8139,Elizabeth Street
159,108548,Unknown building name,205-207 Russell Street MELBOURNE 3000,4.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9673,-37.8117,Russell Street
160,532743,Unknown building name,222 Swanston Street MELBOURNE 3000,3.0,Unoccupied - Unused,High level of accessibility,Main Entrance has ramp,3.0,144.9655,-37.8126,Swanston Street
161,108988,HOLMES COLLEGES,185-197 Spring Street MELBOURNE 3000,5.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9722,-37.8103,Spring Street
162,109407,Unknown building name,168 Swanston Street MELBOURNE 3000,3.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9661,-37.8138,Swanston Street
163,100728,BANK HOUSE,11-19 Bank Place MELBOURNE 3000,6.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9602,-37.8166,Bank Place
164,102137,330 COLLINS STREET,308-336 Collins Street MELBOURNE 3000,20.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9634,-37.8161,Collins Street
165,101233,Unknown building name,20-30 Bourke Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9722,-37.8112,Bourke Street
166,103191,Unknown building name,249-251 Elizabeth Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9622,-37.8128,Elizabeth Street
167,105709,Lonsdale Central Apartments,439-445 Lonsdale Street MELBOURNE 3000,4.0,Student Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9594,-37.8134,Lonsdale Street
168,101173,MARLAND HOUSE,562-574 Bourke Street MELBOURNE 3000,33.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9568,-37.8155,Bourke Street
169,109267,MANCHESTER UNITY BUILDING,220-226 Collins Street MELBOURNE 3000,14.0,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9661,-37.8153,Collins Street
170,105460,COMMERCIAL UNION TOWER & CENTRE,479-495 La Trobe Street MELBOURNE 3000,23.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9549,-37.8128,La Trobe Street
171,511518,Unknown building name,471 Elizabeth Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.8079,Elizabeth Street
172,103304,Unknown building name,398-406 Elizabeth Street MELBOURNE 3000,1.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,144.9613,-37.8093,Elizabeth Street
173,108064,85 QUEEN,85-91 Queen Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.961,-37.8165,Queen Street
174,103913,Sackville House,27-29 Flinders Lane MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9734,-37.8149,Flinders Lane
175,105673,Unknown building name,103-105 Lonsdale Street MELBOURNE 3000,3.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9693,-37.8105,Lonsdale Street
176,104011,Unknown building name,250-254 Flinders Street MELBOURNE 3000,4.0,Commercial Accommodation,Low level of accessibility,All entrances have steps,1.0,144.966,-37.8175,Flinders Street
177,108573,Unknown building name,270 Russell Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9672,-37.8101,Russell Street
178,108972,EXPLORERS INN,10-22 Spencer Street MELBOURNE 3000,5.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9552,-37.8205,Spencer Street
179,102098,AFT DELFIN HOUSE,415-417 Collins Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9609,-37.8175,Collins Street
180,102047,CHIFLEY HOTEL AND APARTMENTS,11-17 Cohen Place MELBOURNE 3000,11.0,Commercial Accommodation,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9689,-37.811,Cohen Place
181,109414,Unknown building name,144 Swanston Street MELBOURNE 3000,3.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9662,-37.8142,Swanston Street
182,101160,Unknown building name,621-633 Bourke Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9552,-37.8169,Bourke Street
183,104668,Unknown building name,60 Hardware Lane MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9612,-37.8133,Hardware Lane
184,110146,140  WILLIAM STREET,130-148 William Street MELBOURNE 3000,42.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9589,-37.816,William Street
185,102595,International Shipping & Customs Centre,9-27 Downie Street MELBOURNE 3000,2.0,Unoccupied - Under Demolition/Condemned,Low level of accessibility,All entrances have steps,1.0,144.9555,-37.8202,Downie Street
186,108561,VICTORIAN HALL,50-58 MacKenzie Street MELBOURNE 3000,6.0,Student Accommodation,Low level of accessibility,All entrances have steps,1.0,144.9661,-37.8075,MacKenzie Street
187,103174,FRIENDLY SOCIETIES HOUSE,55-57 Elizabeth Street MELBOURNE 3000,8.0,Residential Apartment,High level of accessibility,Main Entrance has ramp,3.0,144.9641,-37.817,Elizabeth Street
188,101141,DAVID JONES,299-307 Bourke Street MELBOURNE 3000,7.0,Retail - Shop,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9649,-37.8144,Bourke Street
189,103963,Flinders House,238-244 Flinders Lane MELBOURNE 3000,6.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.966,-37.8165,Flinders Lane
190,100163,WFW HOUSE,150-154 A'Beckett Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.959,-37.8096,A'Beckett Street
191,105318,GOLDEN AGE HOTEL,277-287 King Street MELBOURNE 3000,2.0,Unoccupied - Under Renovation,Low level of accessibility,All entrances have steps,1.0,144.9542,-37.8137,King Street
192,102066,ATHENAEUM CLUB,83-87 Collins Street MELBOURNE 3000,6.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.971,-37.8146,Collins Street
193,108079,Unknown building name,221-231 Queen Street MELBOURNE 3000,12.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9598,-37.8136,Queen Street
194,105298,Unknown building name,115-129 King Street MELBOURNE 3000,3.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9556,-37.8173,King Street
195,106014,Unknown building name,361-365 Little Lonsdale Street MELBOURNE 3000,2.0,Workshop/Studio,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9613,-37.8117,Little Lonsdale Street
196,110756,FORMER ROYAL MINT,280 William Street MELBOURNE 3000,2.0,Office,High level of accessibility,Main Entrance has ramp,3.0,144.9574,-37.8121,William Street
197,103937,TORONTO HOUSE,183-185 Flinders Lane MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9685,-37.8163,Flinders Lane
198,103209,Unknown building name,325-327 Elizabeth Street MELBOURNE 3000,2.0,Storage,High level of accessibility,Main Entrance has ramp,3.0,144.9614,-37.8111,Elizabeth Street
199,104027,CAMPBELL HOUSE,100-102 Flinders Street MELBOURNE 3000,6.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9714,-37.8159,Flinders Street
200,103611,Unknown building name,303 Exhibition Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9688,-37.8088,Exhibition Street
201,102073,KPMG HOUSE,141-165 Collins Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9688,-37.8155,Collins Street
202,110649,CITY GATE TOWER,33 La Trobe Street MELBOURNE 3000,18.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9704,-37.8083,La Trobe Street
203,105911,Unknown building name,37 Little Collins Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9725,-37.8128,Little Collins Street
204,587492,DUCKBOARD HOUSE,91-93 Flinders Lane MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9712,-37.8155,Flinders Lane
205,104099,LINDSAY G QUINN,96-102 Franklin Street MELBOURNE 3000,4.0,Unoccupied - Unused,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9595,-37.808,Franklin Street
206,106051,Unknown building name,132 Little Lonsdale Street MELBOURNE 3000,3.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.968,-37.8094,Little Lonsdale Street
207,101134,COMMONWEALTH BANK BUILDING,219-225 Bourke Street MELBOURNE 3000,11.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9671,-37.8135,Bourke Street
208,102124,AON HOUSE,430-442 Collins Street MELBOURNE 3000,16.0,Office,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9598,-37.817,Collins Street
209,109401,Unknown building name,214 Swanston Street MELBOURNE 3000,2.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9656,-37.8128,Swanston Street
210,102061,TELSTRA TOWER,25-45 Collins Street MELBOURNE 3000,53.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9726,-37.8143,Collins Street
211,103168,EXCELSIOR HOUSE,17-19 Elizabeth Street MELBOURNE 3000,7.0,Residential Apartment,High level of accessibility,Main Entrance has ramp,3.0,144.9644,-37.8177,Elizabeth Street
212,105956,EXCELSIOR,384-390 Little Collins Street MELBOURNE 3000,9.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9617,-37.8156,Little Collins Street
213,103328,COMMONWEALTH BANK BUILDING,274-282 Flinders Street MELBOURNE 3000,17.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9651,-37.8176,Flinders Street
214,104018,FLINDERS GATE,172-192 Flinders Street MELBOURNE 3000,9.0,Parking - Commercial Covered,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9685,-37.8166,Flinders Street
215,103624,128 EXHIBITION,128-134 Exhibition Street MELBOURNE 3000,11.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9712,-37.8126,Exhibition Street
216,102070,AUSTRAL CHAMBERS,115-119 Collins Street MELBOURNE 3000,5.0,Office,Low level of accessibility,All entrances have steps,1.0,144.97,-37.8147,Collins Street
217,108581,Unknown building name,226-236 Russell Street MELBOURNE 3000,4.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9676,-37.811,Russell Street
218,105943,NEM HOUSE,589-595 Little Collins Street MELBOURNE 3000,4.0,Office,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9553,-37.8179,Little Collins Street
219,104021,DUKE OF WELLINGTON HOTEL,142-148 Flinders Street MELBOURNE 3000,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9701,-37.8164,Flinders Street
220,102170,CHANORY,14-16 Collins Street MELBOURNE 3000,6.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9731,-37.8133,Collins Street
221,110746,PRICE HALL,190 Little Lonsdale Street MELBOURNE 3000,1.0,"Performances, Conferences, Ceremonies",Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,144.9638,-37.8106,Little Lonsdale Street
222,103301,Unknown building name,442-450 Elizabeth Street MELBOURNE 3000,4.0,Commercial Accommodation,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.9609,-37.8083,Elizabeth Street
223,105482,WELSH CHURCH & PRESBYTERY,320-330 La Trobe Street MELBOURNE 3000,2.0,"Performances, Conferences, Ceremonies",Low level of accessibility,All entrances have steps,1.0,144.9599,-37.8104,La Trobe Street
224,108065,THOMPSON LAND HOUSE,93-95 Queen Street MELBOURNE 3000,7.0,Office,Low level of accessibility,All entrances have steps,1.0,144.961,-37.8164,Queen Street
225,108108,ELDERS HOUSE,158-164 Queen Street MELBOURNE 3000,16.0,Office,Low level of accessibility,All entrances have steps,1.0,144.961,-37.8145,Queen Street
226,103218,Unknown building name,399-411 Elizabeth Street MELBOURNE 3000,3.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,144.9606,-37.8096,Elizabeth Street
227,102125,Temple Court on Collins,422-428 Collins Street MELBOURNE 3000,13.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,144.96,-37.8168,Collins Street
228,103225,Unknown building name,433-435 Elizabeth Street MELBOURNE 3000,2.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,144.9603,-37.8089,Elizabeth Street
229,101215,Unknown building name,130-132 Bourke Street MELBOURNE 3000,4.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,144.9692,-37.8122,Bourke Street
230,108091,TRANSPORT INDUSTRIES INSURANCE BUILDING,310-314 Queen Street MELBOURNE 3000,2.0,Office,Low level of accessibility,All entrances have steps,1.0,144.9595,-37.8114,Queen Street
231,108093,Unknown building name,330-344 Little Lonsdale Street MELBOURNE 3000,6.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,144.9597,-37.8118,Little Lonsdale Street
