furniture_id,furniture_description,furniture_class,furniture_type,furniture_location,furniture_latitude,furniture_longitude
1076119,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Victoria Street and Queensberry Street approximately 3m West of Melbourne City Print, 460 Swanston Street, Carlton, 3053",-37.80609612351723, 144.96313371987745
1076120,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queensberry Street between Drummond Street and Lygon Street approximately 31m South of Lambs Restaurant, 98-100 Lygon Street, Carlton, 3053",-37.80502717025145, 144.96639389162195
1076121,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queensberry Street between Drummond Street and Lygon Street approximately 38m East of Lambs Restaurant, 98-100 Lygon Street, Carlton, 3053",-37.80485251109637, 144.96682642660633
1076122,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elizabeth Street between Victoria Street and Queensberry Street approximately 12m North of Glory City Church Of Melbourne Inc, 601-603 Elizabeth Street, Melbourne, 3000",-37.8041712312606, 144.9582278536825
1076126,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Drummond Street and Lygon Street approximately 5m SW of 186 Faraday Street, Carlton, 3053",-37.798662826492915, 144.9682029662632
1076127,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Faraday Street and Elgin Street approximately 50m NW of The Longing Flavour, 804 Swanston Street, Carlton, 3053",-37.797058675358095, 144.96441648580728
1076128,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Faraday Street and Elgin Street approximately 33m SW of 796 Swanston Street, Carlton, 3053",-37.79776836949107, 144.96429751658084
1076129,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Swanston Street and Faraday Street approximately 53m NW of Sparks Melbourne, 750 Swanston Street, Carlton, 3053",-37.79841668495933, 144.96417807213055
1076130,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Grattan Street and Faraday Street approximately 33m NW of Sparks Melbourne, 750 Swanston Street, Carlton, 3053",-37.79866083211769, 144.96413741113827
1076131,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Grattan Street between Cardigan Street and Swanston Street approximately 12m North of Colourful Yunnan Restaurant, 680 Swanston Street, Carlton, 3053",-37.80053325548416, 144.96414528371403
1076132,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Grattan Street and Faraday Street approximately 21m South of 700 Swanston Street, Carlton, 3053",-37.80016806798132, 144.96415917258156
1076133,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Grattan Street and Faraday Street approximately 30m NW of 700 Swanston Street, Carlton, 3053",-37.79985397504389, 144.96393315573025
1076134,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Swanston Street between Grattan Street and Faraday Street approximately 37m NW of 700 Swanston Street, Carlton, 3053",-37.799737679001296, 144.9639514544204
1076135,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Lygon Street and Cardigan Street approximately 4m NE of 237A Faraday Street, Carlton, 3053",-37.798679784469265, 144.96631393089098
1076136,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Lygon Street and Cardigan Street approximately 14m East of 221-229 Faraday Street, Carlton, 3053",-37.79874454478359, 144.9669069260125
1076137,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Lygon Street and Cardigan Street approximately 23m West of King & Godfree, 293 Lygon Street, Carlton, 3053",-37.798520852548855, 144.9668953424548
1076138,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Drummond Street and Lygon Street approximately 3m NW of Museo Italiano, Gnd & Flr1, 199 Faraday Street, Carlton, 3053",-37.79885475791217, 144.9678989011615
1076142,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Cardigan Street between Grattan Street and Faraday Street approximately 52m NW of The Royal Women's Hospital, Carpark, 210 Cardigan Street, Carlton, 3053",-37.799607058202255, 144.9654821342857
1076143,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Cardigan Street between Grattan Street and Faraday Street approximately 31m SW of The Royal Women's Hospital, Carpark, 210 Cardigan Street, Carlton, 3053",-37.80014309498067, 144.96538917365092
1076145,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Elgin Street between Nicholson Street and Canning Street approximately 20m East of Beaurepaires For Tyres, 1-13 Elgin Street, Carlton, 3053",-37.79802483570607, 144.97450416149275
1076146,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Keppel Street and Palmerston Street approximately 30m NE of 245 Palmerston Street, Carlton, 3053",-37.795765047568366, 144.96666563295796
1076147,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Neill Street and Princes Street approximately 19m South of 200 Rathdowne Street, Carlton, 3053",-37.794308068531706, 144.971193526543
1076150,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Pitt Street and Kay Street approximately 4m West of 180 Rathdowne Street, Carlton, 3053",-37.79514710332598, 144.97103872287155
1076151,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rathdowne Street between Palmerston Street and Pitt Street approximately 4m NW of Grist Pty Limited, Ground, 158 Rathdowne Street, Carlton, 3053",-37.79574840190467, 144.97094640866345
1076153,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Canning Street between Neill Street and Princes Street approximately 10m SE of Dan O'Connell Hotel, 223-227 Canning Street, Carlton, 3053",-37.79310655132277, 144.97359235585262
1076154,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Canning Street between Palmerston Street and Pitt Street approximately 4m NE of 113 Canning Street, Carlton, 3053",-37.79619945943115, 144.97301450412948
1076157,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Melrose Street and Dryburgh Street approximately 65m East of Winterville, 323 Flemington Road, North Melbourne, 3051",-37.791224488762936, 144.9449031582838
1076158,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Melrose Street and Dryburgh Street approximately 57m NE of Glassmanoug, 291 Flemington Road, North Melbourne, 3051",-37.79174247324135, 144.9455378000875
1076160,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Brougham Street and Curran Street approximately 58m NE of 267 Flemington Road, North Melbourne, 3051",-37.79260533588398, 144.94663247563307
1076161,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Brougham Street and Curran Street approximately 13m SE of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.793142389210416, 144.94729659366496
1076162,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Flemington Road and Abbotsford Street approximately 61m SE of City of Melbourne, Flemington Oval Pavilion, Royal Park, 54 Flemington Road, Parkville, 3052",-37.79347115558327, 144.94764919064292
1076169,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Villiers Street and Harcourt Street approximately 37m SE of 5 Park Drive, Parkville, 3052",-37.797665821103045, 144.9529644217554
1075499,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Lonsdale Street between William Street and King Street approximately 14m North of Colonial Hotel/Brown Alley Night Club, 240 King Street, Melbourne, 3000",-37.814482190904194, 144.95505360068577
1076170,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Faraday Street between Canning Street and Rathdowne Street approximately 27m South of Bridget McDonnell Gallery, 130 Faraday Street, Carlton, 3053",-37.79912513210357, 144.97043458711536
1076172,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Miles Street between Wells Street and Dodds Street approximately 6m SW of 8 Miles Cafe & Convenience, 8 Miles Street, Southbank, 3006",-37.82850613590787, 144.96801176405066
1076173,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Clarendon Street and Haig Street approximately 25m SE of 60 Clarendon Street, Southbank, 3006",-37.826619245299185, 144.95751176709786
1076175,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Whiteman Street between Westgate Freeway and Clarendon Street approximately 59m West of Clarendon St IGA X-Press, 42-48 Clarendon Street, Southbank, 3006",-37.82597168418787, 144.95643803267444
1076176,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Whiteman Street between Westgate Freeway and Clarendon Street approximately 51m South of Normanby Road Reserve, 17-79 Normanby Road, Southbank, 3006",-37.82698458543888, 144.9554300526106
1076177,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Whiteman Street between Westgate Freeway and Clarendon Street approximately 99m South of Normanby Road Reserve, 17-79 Normanby Road, Southbank, 3006",-37.82742199343163, 144.95535617249323
1076178,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Rosslyn Street between Railway Place and Adderley Street approximately 10m NW of City Discount, Unit 1, 131-133 Adderley Street, West Melbourne, 3003",-37.81044950675009, 144.94724240193534
1076179,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Adderley Street between Dudley Street and Rosslyn Street approximately 10m SE of Menzies Institute Of Technology Pty Ltd, Unit 4, 113-117 Adderley Street, West Melbourne, 3003",-37.81086824265835, 144.94761235060156
1076180,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Victoria Street between Capel Street and Howard Street approximately 4m NW of Common Ground Coffee, Ground, 225-229 Victoria Street, West Melbourne, 3003",-37.80576101481133, 144.9539144213004
1076181,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Victoria Street between Howard Street and Chetwynd Street approximately 30m South of Victoria Body Works Pty Ltd, 380 Victoria Street, North Melbourne, 3051",-37.80570901935562, 144.9534685727025
1076183,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Abbotsford Street and Dryburgh Street approximately 21m SE of Star Rez, 660-676 Spencer Street, West Melbourne, 3003",-37.80593982990712, 144.94462713250957
1076184,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Hawke Street and Abbotsford Street approximately 4m West of Annach Terrace, 584 Spencer Street, West Melbourne, 3003",-37.80686502778962, 144.94673252448098
1076185,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Hawke Street between Ireland Street and Spencer Street approximately 15m West of McMahons Hotel, McMahon's Hotel, 573-579 Spencer Street, West Melbourne, 3003",-37.80727684751901, 144.94694862525776
1076186,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Spencer Street between Roden Street and Hawke Street approximately 13m SE of McMahons Hotel, McMahon's Hotel, 573-579 Spencer Street, West Melbourne, 3003",-37.807384913426674, 144.9472441306213
1076187,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Roden Street between Adderley Street and Spencer Street approximately 39m NW of Embassy Cafe, 541-547 Spencer Street, West Melbourne, 3003",-37.807758772129695, 144.94765551629422
1076188,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Roden Street between Adderley Street and Spencer Street approximately 15m NE of Embassy Motor Repairs, 129-133 Roden Street, West Melbourne, 3003",-37.80800823585062, 144.94772380222463
1076190,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Arden Street between Lloyd Street and Elizabeth Street approximately 16m East of RW Marketing, 346-348 Arden Street, Kensington, 3031",-37.79917435000231, 144.93469118159868
1076192,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Villiers Street and Harcourt Street approximately 4m East of Avobowl, 81 Flemington Road, North Melbourne, 3051",-37.7987068952068, 144.95341233685835
1076193,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Flemington Road and Villiers Street approximately 18m NE of IGA X-Press North Melbourne, 59 Villiers Street, North Melbourne, 3051",-37.79889813429572, 144.9536617981127
1076194,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Wreckyn Street and Villiers Street approximately 7m NE of Mum Mum Asian Street Food, 67 Flemington Road, North Melbourne, 3051",-37.79922886690981, 144.95412864860734
1076195,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Flemington Road between Wreckyn Street and Villiers Street approximately 12m SE of 61-63 Flemington Road, North Melbourne, 3051",-37.79942603329629, 144.95432513900604
1076198,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Intersection of Flemington Road and Grattan Street approximately 25m NW of 7-Eleven, 39-45 Flemington Road, North Melbourne, 3051",-37.799912242333264, 144.95495954238436
1076199,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Courtney Street between Villiers Street and Harcourt Street approximately 33m North of Leveson Street Reserve, Leveson Street, North Melbourne, 3051",-37.800358244194044, 144.951740046004
1076200,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Villiers Street between Flemington Road and Courtney Street approximately 12m NE of Lort Smith Animal Hospital, 24 Villiers Street, North Melbourne, 3051",-37.79988606596725, 144.95280465785135
1076204,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Melrose Street between Curran Street and Alfred Street approximately 3m NW of George Batsakis Architect Interiors & Urban Design, 92 Melrose Street, North Melbourne, 3051",-37.79185055925609, 144.9424890124855
1076205,Litter Bin - Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Melrose Street between Curran Street and Alfred Street approximately 13m South of 90 Melrose Street, North Melbourne, 3051",-37.79204175951567, 144.9424512299293
1076206,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queensberry Street between Errol Street and Curzon Street approximately 5m NW of Foodworks, Ground, 547-553 Queensberry Street, North Melbourne, 3051",-37.80309618209117, 144.94901577877724
1076207,Litter Bin - Stainless Steel 80 L Litter Bin,Outdoor Furniture,Litter Bin,"Queensberry Street between Howard Street and Chetwynd Street approximately 3m North of 409 Queensberry Street, North Melbourne, 3051",-37.80363060162866, 144.95382432019443
